"sam1","sam2","n1","n2","coph","dna","ess"
10687519,7137142,368223,103152,10800,1.94962516587583,0.00697507932636687
12262182,3489619,348733,177180,3700,1.85093747158062,0.0247655632573064
15706645,6165437,19280,104944,2300,1.98209078451458,0.0136982936050518
4875716,15351543,32987,332282,1000,1.12926426755133,0.00738485730865823
6926704,5254585,76,30236,6400,1.8123525998301,0.0157013824333833
13693230,11152465,19280,290057,2100,1.2431883604583,0.0190955516493885
9521825,13318303,6986,83864,10500,0.0965917506162544,0.0147366396840368
12973596,1076764,363492,71836,2800,0.17098738783377,0.007914437895988
9169773,3579057,27153,18027,1100,0.155818680398017,0.00218584834557467
2384134,6320743,65020,16376,1800,1.99995249412705,0.00176105015814432
200262,87836,28852,68,7100,0.174149798558647,0.0090717367641262
12668562,15970616,12855,24962,3000,0.473498201510985,0.012936804547929
11296726,15879854,119653,21458,2000,0.330156118302946,0.00618813165669796
3535677,6788406,24962,61619,6400,1.47409806176427,0.0290233296144107
5621324,7410377,32987,26692,5500,1.12678085576731,0.0143577479856726
5485035,3553965,29790,27153,200,1.14145792882785,0.00322672594629003
10167078,1195164,11293,12947,3500,1.92921524677526,0.00649481771645988
9543705,8256109,64900,94933,4300,1.9984219489996,0.00780717388907837
11163207,16190203,40585,1314791,2800,1.02375370660691,0.0190955516493885
3697102,13960339,29790,28852,400,1.68861824831618,0.00655269801579594
6429591,7248173,435524,32987,8900,0.367812257147567,0.00506687382365067
14868258,14957215,283124,83864,700,0.0344268241759197,0.0141388630860021
6926835,16554108,72,356356,6800,0.575104823213078,0.0234629721790414
4169599,7129311,55866,27153,400,1.93841592206585,0.00245275946415791
6810557,16665053,16376,86376,1800,1.96110237943419,0.0111691782206507
11712815,5503589,160739,24962,1400,1.53304730802762,0.0369304065675498
3012994,16398501,188256,36097,4300,1.62568569540041,0.00395104516679923
2278020,13917436,36097,163286,4300,0.0317300432293718,0.0144678219077981
15111895,16665843,24962,16376,1200,0.141180495033306,0.00982185573803684
8151839,10925142,33153,348733,2800,0.812943347899004,0.0175892929188886
2089668,3725706,36097,29790,800,1.48857613720391,0.00770702534355006
9104469,3355576,97056,85330,8000,0.229910886933908,0.0106235928097339
14753777,8333177,408751,51906,7300,1.89564965318545,0.0302027222327244
3234006,8947106,16376,118936,1800,1.17693876179337,0.0168496816385085
13375608,4736536,196825,44500,2000,0.619223704128782,0.0110311992987999
5582867,15046275,12947,283124,4600,1.96054324375295,0.0149674625804425
5959764,13579515,86376,169545,1500,0.00320136929927561,0.0150757085148403
16519802,16486771,16376,28852,1400,0.010737964073212,0.00148763674380803
3338561,6659755,30236,22301,2500,1.55730760909338,0.006048063192581
10926707,12363525,348733,348555,3000,0.0239553523808027,0.00122633575421605
11544712,1709258,292501,36097,2800,1.08076108002102,0.00702934751469664
8127101,10332224,63407,72817,11400,0.0807540685345929,0.012269726259027
13104073,5483277,66872,149,1800,1.88235061649255,0.0265114483933493
3914115,12598482,32987,374655,3200,1.9925856903039,0.0327129511817009
7251146,10494573,26059,206366,1900,1.71806528317864,0.0229751345919739
8721541,13009112,29790,363492,2800,1.72048014544008,0.027808636358384
14634571,15184640,22301,279465,500,0.0118576915388656,-2.22044604925031e-16
7822809,2271748,94933,36097,1000,0.743327876162605,0.0103760052627279
112763,11542763,2993,385653,8000,0.495328731482691,0.0086283178451414
9699557,15282809,13762,86376,8100,0.0254604181559336,0.0128282000899473
200273,16446894,28852,36097,400,0.0275508929460225,0.00798169837308904
2427454,4097231,36393,24962,600,0.0403618193002088,0.00924711932260391
5731524,1536986,36097,309707,700,0.0989542616946784,0.00723318088615466
3336069,15561132,27153,36097,600,0.517898983049999,0.00629581081676756
1529391,3642803,309707,32432,1700,0.118249689506674,0.00585282652553265
6382209,16145194,109,22301,4500,1.99897478334195,0.00742597251238142
6503151,9082502,435524,123943,8900,0.116346745700271,0.00895784936858302
1068942,16512073,32021,19280,2100,0.315346541237857,0.00751986417817985
10383141,12221223,95560,56868,12800,0.694625017654676,0.0203080245797214
12481495,2793345,346720,64895,3000,1.77833433245672,0.0216374587056576
11757225,14146641,1048764,22301,2800,0.807140519663797,0.0205482913047942
14384824,4946208,14005,32987,3300,1.77092745831224,0.0169847286277032
15909035,15380072,59972,282823,3700,0.0655866251214204,0.021047648146616
58283,13979629,8896,19280,3400,0.0391874547263825,0.0054833269026624
5654601,8629730,32987,122782,400,1.13666177931506,0.00437099972583699
7460829,16876562,18290,397677,4900,1.84799830400509,0.0267447531694459
12350948,13136811,348733,56662,2800,0.442047883517291,0.00590282816039067
4747482,15722769,44500,19280,2300,0.619223704128782,0.0110311992987999
5483716,7698241,1206,94933,4100,0.284732562656198,0.00812794905849179
2399518,1811212,19280,41457,2300,1.49085035586072,0.00752088802216944
7932497,6568235,27153,148098,600,0,0
12390604,4758924,76,44500,6600,1.19762283244212,0.00603175027799951
3894124,5284367,19409,19409,0,0.00306657672454236,0.00101478058090332
6326054,8894368,445995,24804,6700,0.996240194118265,0.0304073000223506
2306666,8504127,36097,27982,4600,1.91669333514986,0.013145907228889
5524281,1647361,22301,36097,900,1.16296533835934,0.0104775094780029
7366647,15088800,72989,22301,6900,1.98716874320838,0.0107679082608964
11809827,7162531,119653,39173,5900,1.63495274311353,0.00922331584821723
11783171,3995417,119653,32987,3000,1.74112129584877,0.00705843265056849
10450922,9723844,370661,13762,8100,1.00476616394566,0.0205671003597244
1189308,1404594,149,33878,4500,0.0121829755255668,0.00761792897899494
4188355,1499123,22301,36097,900,0.323267450997585,0.00585282652553265
7879034,16679811,16444,86376,5000,1.99902897162666,0.00840822239365469
9378854,6052174,296254,17554,13400,1.67483370215152,0.00631934585636418
4109098,308572,62929,32987,800,1.04757244047571,0.00516604282981403
4555489,2317134,32987,36097,1000,0.715911670308626,0.00779898499719422
8149873,13583022,33153,22301,700,0.00668785677036676,0.0149168051877205
11836823,3559303,24214,37773,4100,1.01617795293954,0.0213015425364709
9218958,3641989,108029,32432,2500,0.79507129052939,0.0100029763333754
5774168,6623982,36097,40407,5900,1.96732346121342,0.00512593350251556
13927950,2786422,14005,22301,2400,0.344384087635491,0.020235336049175
12493795,10937427,346720,120968,17116.6666666667,0.746222032955906,0.00827115712234849
3820739,6113944,32987,26059,500,0.436741045939911,0.00180989593008385
11865618,10900789,119653,348733,800,0.307333821874516,0.000792950691997474
10926646,15676735,348733,201809,2100,1.01635554791151,0.0126844743183351
15143065,7332974,410613,26262,1200,0.301577201943298,0.00603539472900883
15658495,6346317,14005,113715,3300,1.92430457526383,0.0100462780248516
12811208,3595202,18397,16,9500,0.000219261418222483,0.017885382041104
3111760,13433206,406737,61180,4300,1.77080090650803,0.00257396498920648
2894451,12121271,28852,243788,2200,1.5175275616991,0.0231836289641004
1010506,826618,36097,30236,3400,1.44325424113733,0.00883286717429943
2074909,13774908,36097,287760,1500,0.188331031587447,0.0115455429115892
7418699,11843721,26257,1051646,7000,0.000501599458956448,0.0101294836883927
8728124,15876297,49975,21458,6200,1.97432501678044,0.0199183641339618
4339675,15521621,29790,403375,1800,1.51291669005356,0.0289127397482093
6147735,4242029,27153,33878,3200,0.110611925933298,0.0109954175397655
15731131,5584058,240819,12947,4400,1.9737060926088,0.0167301027909698
12798774,16287165,169910,440822,2100,1.22531629262403,0.0178860004096332
2781930,2981417,65020,33878,3600,1.52694324134065,0.00627493469164653
12794254,10418175,24214,40585,3400,0.000436160356885873,0.000838941854587327
7296905,135054,94933,50408,800,0.245300532796497,0.00661031068941809
5277562,4515218,25137,27153,2600,0.401611188979148,0.0101307233272004
3345105,13323856,85330,83864,2700,1.9680820297494,0.0117629490783441
486158,9303118,50408,16,14500,1.31341647894663,0.00881686572626339
12336545,2451250,348733,36097,3000,1.49583858246003,0.0138698582493629
2230588,824730,142458,41457,4300,1.48366446071541,0.00629178514485129
2063386,14635424,36097,21458,1000,0.109586940607329,0.00300232475309437
14735908,2190906,261462,36097,700,0.153961824228774,0.0166476978219939
9973022,14319771,10948,47550,7000,0.023869349266489,0.00911310448343394
3838461,5563442,32987,13527,8200,0.254654167313831,0.0227392606217313
10887624,2793875,381150,64895,3200,1.58246810373603,0.0231614255666962
7492261,4161520,84434,55866,600,0.681096038862645,0.00225587554837114
11410721,8874983,129,81579,4800,1.79898704481644,0.0365639443016688
9177508,15778059,27153,83864,700,1.07484961536349,0.0226440234684567
16453912,16463875,36097,22301,900,0,-2.22044604925031e-16
7992161,2716509,123943,142461,8900,1.98140159557326,0.0118321330456793
4895402,1914961,32987,36097,1000,0.542936727387865,0.0098304715143257
7617223,8996369,29790,33696,1800,1.50191927743292,0.0266619658498096
4055887,16488807,63038,19280,2300,0.00180898737534663,0.00571944324120832
7888740,10651333,16,68909,14300,1.65440771045531,0.0138447171247709
11498590,9837611,363492,16182,8600,0.399987925872405,0.0301204191216123
12995385,14990415,363492,19280,2300,0.287260829567584,0.00662538344361985
15265605,10428392,22301,377097,2100,1.06570137365067,0.00993717002661165
9632169,3041587,216666,22446,2300,1.74025937878112,0.00779222531183899
2820709,427078,19280,18027,800,0.0516770027811102,0.00699663029287723
13664269,735452,279465,27153,400,1.99380711955192,0.00461211145389162
3902187,9128519,32987,123943,8200,1.11736549554892,0.0119618635674703
8881113,10113641,129,9674,6700,0.724934761479,0.0276036795434347
110858,15286221,76,86376,6600,0.0254604181559336,0.0142183492661936
1834515,6668215,116214,18027,2200,0.0848629511135514,0.00287680125158662
6453297,9189976,435524,64900,6600,1.97968231153848,0.00573503958591237
13570383,16311768,22301,440822,900,0.00983438916233526,0.00247929179470641
5459645,13428681,11538,27346,2500,1.99998885483893,0.0165435266300517
9322491,3127227,216666,406737,3900,1.7457777416889,0.00992585671733837
210164,11690410,57259,242191,2600,1.63135041388436,0.0175662536227421
4916710,2617545,27153,36097,600,0.668298262946495,0.005038920249958
2570586,9191529,36097,100468,2600,0.158245349673543,0.00646048148366518
1028437,8652473,36097,122782,1000,1.64478471444587,0.00883837422727929
14215150,14019828,405758,22301,900,0.00572916032456128,0.00109504251470149
3738817,1655274,32987,36097,1000,0.357767060134204,0.00749001284893336
15117971,2219849,331953,36097,1000,0.062476115436171,0.000760504396954076
7644890,6528159,500310,45547,8700,0.426205840300933,0.0122140072884933
6961119,8197603,93672,22301,1900,1.08337985588601,0.0199128663124137
7565651,7026400,14005,84940,4400,0.136459456979733,0.00376558465774834
7030463,8636427,84940,122782,7700,0.0606107675861441,0.00540960764047338
13075931,12133713,39470,52500,5900,0.273590275578649,0.0167146792582805
3832440,6563378,32987,26059,500,0.210289516360725,0.00449709043521229
7224475,7345334,24962,22301,300,0.499539831174068,0.00373989920820961
14523456,6485248,16376,435524,7100,1.9916178229641,0.0282327579496385
9290823,16428256,55298,36097,4400,0.299942528370529,0.0177517710021331
989100,13491879,36097,32752,1400,0.0475567401517865,0.00514154491319685
15798380,15514999,409388,254807,1300,0.0208734147097963,0.00584646057976301
6446634,13585139,55598,19280,5900,1.99698043363058,0.0135497371953852
1017665,13127058,36097,56529,1000,0.37297157488511,0.0136713791488087
15093015,16346077,22301,59972,3200,0.146217312086384,0.01359536152278
9889599,645702,150115,29790,13900,1.72446848929333,0.00711296323755295
11321025,13738949,68909,401109,3000,0.489087905728153,0.00229351396656885
447075,14193744,70892,44116,500,0.142575342426852,0.00924357163806422
1356846,4687937,21458,44500,1000,0.0433888003854798,0.00476070143417906
13271564,16285187,346606,440822,3000,0.00234731784192665,0.00166319696060224
6075549,14219460,16,405758,14500,1.98467065145447,0.0139936214936854
16362742,9793981,135470,208441,16716.6666666667,0.182043862310588,0.0117394039035025
1494920,10675749,26059,1206,3600,0.876117650381238,0.0225131156755292
5989754,6910895,86376,12855,3600,1.97999133024173,0.00840822239365469
10796982,7756346,56868,19280,1900,1.94149413306803,0.0218952765856851
8639270,9582688,29790,322132,14800,1.79347989145025,0.00373985633894713
9603883,13109599,261540,129,9800,0.519996400285792,0.0239376814851621
1912205,9911262,36097,300766,9000,0.271891707026022,0.00601025728480065
4610248,531791,34378,76888,1400,1.29956082353557,0.0070352401648025
8505494,16143692,27982,14005,1300,1.97157046136415,0.0123380207690592
14083990,7906967,277173,26059,900,1.71124155271947,0.00655269801579594
9854418,1103172,339477,92382,3200,0.0832836646823663,0.010397918918514
14500539,11077478,22301,52500,1600,0.335087851642735,0.0221694841559371
16753077,4538056,409388,32987,2000,1.37757644265786,0.030276271760183
10480550,11302164,59212,119653,2000,1.89498598290871e-06,0.00249993398620862
7336049,13423044,94933,23596,3900,1.11160116516829,0.0164729427395587
15605236,15077,201632,4348,8700,0.0261766299780322,0.00424152353274365
13710847,6665330,332479,26059,500,0.0854791646078086,0.00172331928661262
1125465,6322781,29790,24962,400,1.57622586462661,0.00391937431372125
5629387,14799100,32987,256754,1200,0.884144700378971,0.0240182419351461
5724497,7924658,32021,84482,600,1.63043449901693,0.00655269801579594
9297275,5808029,71501,149,12416.6666666667,1.99982062689911,0.00852834476236564
640411,14186329,29790,24962,400,1.83922469855028,0.00654516044921305
4733647,11676699,177180,89831,6400,1.5937961882136,0.0158122176845223
4252010,936722,33878,36097,3600,1.3579499208975,0.00883286717429943
10132937,6851891,156696,32987,14100,1.65924990540673,0.00481658114003858
1921883,4143733,28852,63407,600,0.161174656990387,0.00512553809812488
15213469,14996347,410613,19280,2300,0.032282647496058,0.0117195511712512
12800277,4328152,170620,29790,1900,1.53606714861905,0.0265792269429254
15711656,2076272,282824,36097,800,0.112163972392815,0.00648255272737386
15549685,14412099,21458,455843,2200,0.292195148679619,0.0165666697827049
2035413,1123794,85330,32987,3600,0.666976857691286,0.0115594740437536
5269953,6781186,14005,37217,1100,1.86898530947591,0.0206389430075935
4206479,7652000,29790,94933,600,0.33255310620695,0.00245275946415791
4920436,8783941,29790,129,4800,0.490729746276938,0.0179338266659256
1202085,11127790,26142,14005,2600,1.19343077072764,0.0115410474263323
1840901,7437589,36097,24804,6000,1.23192533053035,0.017481859456778
13781281,10355230,83864,80415,10800,0.103961220984,0.0112780087889468
14806656,12659973,282824,85856,5000,0.205281201340488,0.0205802804033078
10071807,9420125,109043,4811,3500,1.11022302462516e-16,0.00158999734698428
11902071,16886302,381150,401522,3200,1.34017381180757,0.0212459233646232
5803119,2722531,16376,36097,1800,1.62554296590908,0.00350581120685123
16430215,7503111,36097,21458,1000,1.86579678804386,0.00586988569175417
12721458,851443,290057,33878,3400,1.38204776914362,0.0103042968742202
3462595,7463117,27153,45547,7600,1.0650791373456,0.00887079982152716
3397002,8623728,85330,16376,1800,0.031752710166519,0.00775507235434114
13007573,11335131,363492,352603,2000,0.382831232194133,0.00180854364698169
16160510,11396494,449724,90237,6700,0.172697469690592,0.0270470363689936
1364439,4150253,38749,63407,7800,1.97104951529899,0.0157802871533141
8385084,5989590,113666,86376,8200,1.8365761041516,0.00827338408539469
5238803,7226200,30162,32987,3400,0.203569700277861,0.0100835135821939
6329190,12402211,445995,370661,3700,0.505362220403881,0.0205094253525216
4167009,825852,29790,41457,3400,0.388256136979086,0.01158502682298
10154275,1326716,7623,29790,11500,0.570531994786795,0.00445646305582303
628405,1494407,32987,22301,900,0.808314788498545,0.00182021373084229
6993271,624279,29904,32987,4900,0.201551307355625,0.00602167659530095
6056183,3454595,18027,27153,1100,0.864973714525471,0.00315947338823486
15117234,13363003,64380,16376,1600,0.000935392930292767,0.00199038330234447
6515171,12047835,435524,348733,8900,1.56324443920772,0.0203267385741323
2681061,16160391,36097,449724,1200,0.268434341249572,0.000596748723279417
5088333,6597187,94058,29054,4900,1.92772553718361,0.0197503129363032
8212491,5254870,51281,19409,3400,0.0079956024075597,0.0182323096605993
12686113,7333494,136476,22301,3400,1.36481405494085,0.0159509510503145
5495433,10162469,22301,11293,6600,1.88230079932292,0.0151560631030018
2306426,16719217,32021,409388,1800,0.205057706898247,0.0164978497707923
7296418,3749924,94933,32987,800,0.104863849100389,0.00396190384131601
7778580,5186429,109,36097,5400,1.81682895215313,0.0217524845951598
14712774,15270775,421704,22301,900,0.00659638256856199,0.0122955834474634
227758,1095016,32021,18027,1300,0.32019075775491,0.0161133924801292
2986193,15259507,33878,86376,3600,1.97959565490765,0.00537270314248195
3197715,10826785,32987,347153,3000,1.83480436064997,0.0218885768589365
7252241,529624,26059,76888,500,0.397652772163746,0.00476822910613295
1687374,8885459,36097,129,5000,1.32517115771591,0.0141776906300526
7364067,9951602,115740,4401,9600,1.97463186931117,0.0114291908332331
13453477,2143579,61180,36097,1800,0.0160770333554221,0.00161642485819358
9029655,13927954,129,14005,1700,1.95514355495668,0.0133164136904457
1714061,11886831,36097,243585,2800,1.71746413403528,0.0146494893562296
3232116,13405585,32987,19280,2300,1.33172664786993,0.0308185327825364
16898796,510703,32021,60379,600,1.20177379392225,0.0109421746564399
11754692,1924125,119653,36097,3000,1.3805583919888,0.0135236697691952
12906701,14560142,91675,408751,7500,1.01496091889062,0.0118451738902557
10541712,2913025,87892,19280,2300,0.709448661832286,0.0252625002479462
9930651,10117608,300766,9674,11700,0.0292651080114879,0.00440776856637326
5212582,12517611,36097,292529,2800,0.871832072172319,0.0185276416205313
9035086,9944411,129,206310,4600,1.99877170464399,0.0127634277641586
8058892,5225954,140266,36097,8000,1.03530809757685,0.0158505479625347
6562050,8481249,106877,520586,8700,0.234886906661832,0.00331805506237637
13053358,16355652,363492,103295,4100,0.130495559872948,0.0119555710572413
6445589,9833341,435524,16182,9300,1.9794788897731,0.00791703024215284
4580942,4062212,39672,27153,1200,0.0206352420739612,0.0022300916422886
3197954,12613068,32987,374655,3200,1.75035837135219,0.022606088099602
10088972,15311910,181284,217721,14000,0.00240559560680242,0.00556759139540919
1491530,15747071,48105,12855,3200,0.211167460507592,0.0098402349358524
15640975,3588805,18027,24962,900,0.406376598506913,0.0079792761207943
4986960,15562456,32987,36097,1000,0.978716039713444,0.00846025176412668
3685690,16189254,32987,449724,1200,1.83016287590493,0.00654516044921305
5147221,7586123,94058,137811,8000,1.96280317014231,0.00969992158969779
2641923,1485402,36097,19409,4300,1.54424358432186,0.00555563285272409
16266867,12582409,14005,374655,3300,1.11797346178705,0.0190415101743515
13718981,8651612,279727,122782,800,1.92288986388011,0.00518363344939465
3838758,372440,32987,32987,0,0.0514405428082274,0.00155739139087019
8259711,9926020,94933,15219,8400,1.9984219489996,0.00999562263481046
5701366,8589224,36097,94933,1000,1.81840443606851,0.00597075687417026
7272967,1986754,21458,36097,1000,1.74664005682986,0.00775647539771052
14257649,4971443,256473,29790,1100,1.28473303478298,0.0084429413225513
1979155,16274370,36097,12855,3600,0.114876578522659,0.00874902245619691
1072087,14317008,36097,56662,1000,0.464655848150154,0.0065288719636718
14920878,13926748,22301,14005,2400,0.00334330823872686,0.0105178179219714
6960688,9384890,93672,245127,14600,1.5538122446528,0.0178163468822793
13318144,9291383,18027,59972,2600,0.0159625107141499,0.0111081308822468
7491151,13432613,84434,42057,1200,1.94197723075457,0.00525987654617688
7020667,5238957,49024,30162,7100,0.19073366032813,0.00718786225857226
775911,12285462,26059,29941,5300,1.87690836646011,0.0298915817304132
6128262,390576,22301,32987,900,0.733797186103452,0.0026396669668709
513279,11234399,76888,1048764,3700,1.98516641599925,0.0398511252137511
2385199,8338781,65020,113666,8200,1.98974938893092,0.00736185371138776
2096950,1909354,36097,36097,0,0.0170576965129984,0.000970077636697431
5294840,7008464,149,95884,4300,0.14073653764253,0.0109954175397655
1215323,2794561,1206,64895,4100,1.63247227319021,0.00809946576739484
5542929,14929567,15444,56662,4000,1.99927987921915,0.0108708198724294
13309780,13728409,268128,401109,2700,0.00779053670549901,0.0261247151336007
12620230,16220353,129,47550,4600,0.107494229179255,0.0222573679868209
3025340,4032380,27383,32987,3200,0.397039251280503,0.00999251109276988
8380490,5249868,113666,21597,7200,0.102716208899897,0.0106235928097339
2503479,13765278,36097,83864,1100,0.303180195784743,0.0146559741697988
1331498,2524689,29790,28852,400,0.0541116041653816,0.00350762702847374
821502,15985633,41457,291645,3200,1.58467361725615,0.00477409724082356
4691085,12339703,177180,348733,3700,1.85093747158062,0.0247655632573064
4404210,4138205,32987,63407,800,1.17198553692057,0.00516604282981403
12095233,13683378,14005,26059,2800,1.01590535609106,0.0190955516493885
6896233,11784877,133617,18027,1500,1.99990438048942,0.0246678577482883
5462805,3953248,12533,32987,3700,0.432928342588114,0.0139170258835665
13677907,7118877,19280,21458,1300,0.394959624622151,0.00472562162047652
8841112,15565410,81579,36097,800,1.91891507767234,0.00822148369669939
13929944,11183841,14005,24214,1000,0.346629152710961,0.00445501465494247
1517814,16314075,36097,22301,900,0.344283856935082,0.00620321964363668
5597330,8396528,32987,90422,8000,1.51596413221858,0.00787302769072906
1717637,46297,36097,8896,5700,0.341802546233001,0.00809225503069044
5526580,1778692,19280,22301,1400,1.21204182230049,0.00446172708494252
9471039,8049400,312925,140266,15000,0.450407322560353,0.02347403181021
1679000,14666236,36097,22301,900,0.293251727234445,0.00454518214961119
10987389,7732635,14005,22301,2400,1.86305003819757,0.0242191331989492
3001121,2115425,276969,32021,4100,1.45248251732944,0.00341532807151679
8671938,5241287,122782,30162,3400,0.0383779602026016,0.0092534164353375
2023445,5384643,16376,14005,1500,1.78974114537298,0.00690585275936406
1281747,16607830,37474,19280,2100,0.123345403208617,0.0214266974569005
2474936,12493756,116214,346720,3700,1.92500100813339,0.0128998943030654
16866484,16237055,397677,22301,900,0.00893349254072018,0.0133527337094571
8444764,2225183,108124,142461,8900,1.91674020506556,0.00512593350251556
6563611,4302453,106877,32987,800,0.445139742804809,0.00398353652413364
14669608,1142733,27153,32987,400,0.952200403696831,0.00843544609596714
5312669,5329083,32021,36097,200,0.000162470153429628,0.00620167011699091
536802,1102010,34708,92382,1600,1.87733118021308,0.0213421979289037
11644304,13942460,145744,156308,9300,1.87905235345592,0.0073864704477552
4456764,1846042,18290,36097,4900,1.53483210986406,0.00843925435211501
2948174,13468571,16376,61180,1800,0.0212653540571813,0.0014231553383004
13949485,5440959,156308,24214,2800,0.026987490144099,0.00424899216901431
12433475,16141789,240942,83864,1700,1.13155740391272,0.00455130028391248
8474864,1647965,108124,36097,8200,1.69640654406471,0.00614330870145685
1664876,4764996,36097,177180,1700,0.0758982747170865,0.00511026813166349
8270341,13437185,94933,49745,1600,1.9719216799129,0.00461211145389162
10317727,15593298,13762,19280,5800,0.0261766299780322,0.00495442082868536
650794,1865754,32774,36097,2000,1.18422419044015,0.00981479523727558
3899172,5276056,109,25137,4800,0.017540153011811,0.000794662517787592
13331625,9495290,19280,192067,12100,0.0811885222864911,0.0165177089666252
8808140,6034120,25667,41666,6800,0.068604017983491,0.00557592626120262
1623139,7293082,32021,94933,800,0.103913612314634,0.001820940348914
12392133,5334548,11944,36097,7800,1.87145101237422,0.0131356404932647
6194211,5556270,104944,18290,4900,0.0299704636631348,0.0114405386792137
16418302,10601333,36097,1020712,3700,1.57389516364877,0.0191967666048276
10932543,2075535,26440,36097,6300,1.90068213778899,0.00370962642061656
9945774,5935953,242135,23896,6500,1.80786507906389,0.0113477424157479
7345574,9387012,22301,245127,13900,0.277963222585519,0.00572536014128522
10218593,5743544,221397,36097,8600,0.10890873379206,0.00836116986400559
10853441,12328069,168301,348733,9800,0.0513516076016112,0.00180854364698169
15465496,12842170,403375,24867,6700,1.99162296616204,0.0129461711010339
7630108,1523230,27153,36097,600,1.63542199671066,0.00446172708494252
12962784,6782808,363492,61619,7000,0.00012090534124809,0.0127148571751866
1590455,13784057,36097,19280,2300,0.426833589285237,0.0242469895606104
15980331,14239286,291645,21458,600,0.00506784902767021,0.00207263800213808
9725327,13735578,13299,401109,8000,0.000893372234850087,0.0185848182412442
12481591,614431,1007507,32987,3700,1.29339958351039,0.0265792269429254
16312434,4236371,359549,33878,3400,1.87093636340816,0.00343813087442701
4668659,15692200,44500,198725,2100,0.547720375204253,0.0111342498225973
3104360,4173620,406737,55866,4300,0.415946557153009,0.00617309292311674
9601686,14514892,181284,19280,12100,0.0182382422321044,0.00770913235645043
7643736,5189643,500310,28852,1300,0.807313710618891,0.00938296510701053
6383970,3632599,16444,32432,4800,0.852538900043721,0.0132791364863393
10270741,3431839,150582,22446,13200,1.82457465303258,0.00632601980303371
6796726,2700832,76,36097,6600,0.942193303158763,0.0185870428192114
10577224,4783831,363492,177180,3700,1.55302064389546,0.0247655632573064
236462,7182172,56841,42289,6700,1.60470545544602,0.0379154458750935
4661191,3079175,177180,100460,7900,0.984448644938986,0.00531502707375353
560553,10340448,29096,7337,4600,0.637346277693527,0.0126996530266386
3628907,2264128,80512,36097,1000,0.515144017168549,0.00629581081676756
2253203,6807417,36097,14005,3300,1.56108588461645,0.00739945759985461
6012380,14341194,47550,340088,400,0.00742942190430484,0
8241765,9715394,94933,13762,8100,1.9984219489996,0.0105345932964712
3718891,4255286,29790,33878,3400,0.00474593096130882,0.00915470660764151
10136198,9860910,206216,279254,14300,0.0292651080114879,0.00946238292791068
1025096,7243880,36097,32987,1000,0.950716130024434,0.0110321560486499
1289405,8622662,22301,94933,900,1.83113077742076,0.00617695010159991
11315117,7331482,56868,26262,2000,1.30758082217825,0.0238980794291307
8564188,3766794,94933,239736,1500,0.666100615797481,0.00219855314167972
9132151,14157643,123943,22301,7300,1.98489202250748,0.0137323262626723
6700668,15415237,22301,44116,400,0.0587681301253427,0.00246419019942301
15749531,3756386,409388,32987,2000,1.43671982254349,0.030276271760183
13883871,16330103,279727,356356,600,0.0333887793184741,0.00196320129366256
13442698,8446750,61180,108124,8200,1.99352354599584,0.00514195721915855
4187400,1360729,55866,21458,1000,0.226022599675935,0.00806736415201614
3705053,6030287,29790,35543,3200,1.58414552513531e-05,0.00959331233029426
11348452,11859755,14005,119653,3300,0.610300587545691,0.00128891018637567
2820211,13097561,19280,73358,3700,0.562480381946915,0.0322234970433563
3015284,8771276,188256,14005,4000,0.0381715275813529,0.00831252934992355
14906266,10121290,14005,64900,1000,0.0302908079417457,0.00324739653532669
14272522,3986271,14005,32987,3300,1.15989127287418,0.0304108399309508
2657608,16841859,36097,397677,400,0.0110381996691811,0.00640081412637206
13062318,6601550,363492,1206,4100,1.54470994256847,0.0205589547319669
1280529,8476184,22301,108124,7300,1.99703524911781,0.00419230390080383
16783004,5377019,409388,32021,1800,0.154714457768625,0.0188854119227506
13812624,11061031,19280,76,4300,1.97318145473078,0.00568619687078065
10970638,12141772,18027,56868,1100,0.301437916115997,0.00122633575421605
13844781,9406335,26059,64900,3800,0.00285765981803576,0.00639140110493486
16276114,7601121,17428,137811,6400,1.8506925539904,0.0100462780248516
16621619,3560995,422992,27153,1600,0.502515716607911,0.0165444654790112
9269137,11187191,64900,52500,3800,0.643201903996191,0.0103362040633153
1085037,11809928,24962,119653,2400,0.0279925614076566,0.0110559497770311
6906233,14175036,21458,209125,1100,1.85815920545195,0.00670407572162701
10875593,1866433,12855,36097,3600,1.77641012779524,0.0146494893562296
13549504,1854473,11538,36097,4000,0.136456939807399,0.00369746119919856
1928926,10641778,36097,119653,3000,1.1889408300103,0.0135236697691952
2227927,4974490,36097,32987,1000,1.11855009651284,0.00846025176412668
9921458,891793,15219,27346,6900,0.0979759133854939,0.0185705860913949
9061863,182981,73896,32021,7500,1.9601822264704,0.0238075044694845
14340842,4215214,22301,33878,2700,1.95170643828396,0.00371020387001442
15089524,10830156,64380,347153,2800,1.16220786258631,0.0165357316199891
1957275,12874821,36097,1119096,11500,1.86419334625476,0.00839897924200006
542283,16503340,34708,18027,1300,1.51314000972717,0.0132102124515313
9399292,14041363,121333,216666,12300,0.011009137620017,0.00371128916034347
12651091,13687099,85856,22301,4500,0.115110073555664,0.0145178910242333
850037,7092581,33878,103152,3600,1.07157521150318,0.00768045603704093
13034933,15681446,363492,196416,2000,0.511681715077312,0.0169237854937335
5139912,5106735,378983,32021,900,0.000476473399560917,-4.44089209850063e-16
