"V1","V2","weight","height","size1","size1mean","size1norm"
"L6_235648","L7_48828","100","1600","47814",90145.7555555556,0.530407668173938
"L6_236769","L7_220120","100","1600","32099",90145.7555555556,0.356078883605539
"L6_240649","L7_223731","100","1600","65529",90145.7555555556,0.726922744128706
"L5_260883","L6_241565","100","1500","12199",81120.8357142857,0.150380600650687
"L6_241565","L7_224592","100","1600","12433",90145.7555555556,0.137921080403366
"L5_264221","L6_244618","100","1500","10463",81120.8357142857,0.128980426642195
"L6_244618","L7_227381","100","1600","10466",90145.7555555556,0.116100862824872
"L6_246942","L7_229514","100","1600","17120",90145.7555555556,0.189914654267324
"L5_275170","L6_254631","100","1500","12274",81120.8357142857,0.151305147338842
"L6_254631","L7_157751","100","1600","13433",90145.7555555556,0.149014226096551
"L6_254807","L7_236790","100","1600","29820",90145.7555555556,0.33079760457077
"L6_256207","L7_237498","100","1600","32466",90145.7555555556,0.360150068074937
"L6_256473","L7_236315","100","1600","70394",90145.7555555556,0.78089089792605
"L5_277322","L6_256592","100","1500","10737",81120.8357142857,0.132358103876254
"L6_256592","L7_236315","100","1600","11892",90145.7555555556,0.131919688583354
"L6_259819","L7_241251","100","1600","52012",90145.7555555556,0.576976693793927
"L6_261462","L7_24962","100","1600","151652",90145.7555555556,1.68229773066286
"L6_264355","L7_244398","100","1600","22700",90145.7555555556,0.251814407235295
"L6_264724","L7_245508","100","1600","76399",90145.7555555556,0.847505237813625
"L5_287556","L6_265368","100","1500","11055",81120.8357142857,0.136278181834031
"L6_265368","L7_246064","100","1600","16489",90145.7555555556,0.182914879334924
"L6_267025","L7_247577","100","1600","17829",90145.7555555556,0.197779694563792
"L6_268128","L7_248542","100","1600","54526",90145.7555555556,0.604864862066594
"L6_284445","L7_262964","100","1600","51293",90145.7555555556,0.569000722040527
"L6_287760","L7_265999","100","1600","10774",90145.7555555556,0.119517551698373
"L7_374","L8_340","300","1900","11599",97540.8333333333,0.118914300848363
"L7_909","L8_856","300","1900","11160",97540.8333333333,0.114413621645636
"L7_3576","L8_3267","300","1900","14918",97540.8333333333,0.152941075959641
"L7_4330","L8_3956","300","1900","10156",97540.8333333333,0.104120496544182
"L7_7629","L8_6879","300","1900","14888",97540.8333333333,0.152633512460593
"L7_10454","L8_9403","300","1900","12545",97540.8333333333,0.128612803184991
"L7_14855","L8_13463","300","1900","11038",97540.8333333333,0.113162863416176
"L7_15068","L8_13655","300","1900","15951",97540.8333333333,0.163531512443507
"L7_19519","L8_17466","300","1900","14484",97540.8333333333,0.148491657340088
"L6_260801","L7_24962","100","1600","11039",90145.7555555556,0.122457235307067
"L7_24962","L8_22301","300","1900","6518828",97540.8333333333,66.8317849789404
"L7_25137","L8_22446","300","1900","681346",97540.8333333333,6.98523866073183
"L7_26262","L8_22301","300","1900","19083",97540.8333333333,0.195641141744056
"L7_28913","L8_22301","300","1900","70812",97540.8333333333,0.725972883151501
"L7_29331","L8_22301","300","1900","125766",97540.8333333333,1.28936770070654
"L7_29666","L8_22301","300","1900","11808",97540.8333333333,0.12105699322506
"L7_30518","L8_22301","300","1900","30960",97540.8333333333,0.317405531016925
"L7_30682","L8_22301","300","1900","16335",97540.8333333333,0.167468325231313
"L7_33050","L8_22301","300","1900","32825",97540.8333333333,0.336525728541038
"L7_34037","L8_22301","300","1900","32753",97540.8333333333,0.335787576143325
"L7_34104","L8_29301","300","1900","112201",97540.8333333333,1.15029773855394
"L7_36393","L8_22301","300","1900","35989",97540.8333333333,0.368963425573905
"L7_36811","L8_22301","300","1900","58916",97540.8333333333,0.604013703662569
"L7_38653","L8_22301","300","1900","12045",97540.8333333333,0.123486744867534
"L7_40483","L8_34392","300","1900","32322",97540.8333333333,0.331368913873677
"L7_41220","L8_34966","300","1900","10976",97540.8333333333,0.112527232184811
"L7_41790","L8_35402","300","1900","10701",97540.8333333333,0.10970790011021
"L7_48828","L8_40585","300","1900","1073428",97540.8333333333,11.004909055182
"L7_49228","L8_41074","300","1900","32085",97540.8333333333,0.328939162231202
"L7_57757","L8_47912","300","1900","32967",97540.8333333333,0.337981529103196
"L7_58597","L8_48609","300","1900","85031",97540.8333333333,0.871747729583337
"L7_61386","L8_50972","300","1900","39728",97540.8333333333,0.407296089671847
"L7_61456","L8_51035","300","1900","10584",97540.8333333333,0.108508402463925
"L7_61783","L8_22301","300","1900","19804",97540.8333333333,0.203032917837829
"L7_62451","L8_51906","300","1900","109438",97540.8333333333,1.12197114029167
"L7_62889","L8_52297","300","1900","27881",97540.8333333333,0.285839263898026
"L7_63513","L8_48609","300","1900","30485",97540.8333333333,0.312535775615341
"L7_64263","L8_53491","300","1900","26850",97540.8333333333,0.27526933164743
"L7_65545","L8_54568","300","1900","21426",97540.8333333333,0.219661851019658
"L7_65574","L8_54594","300","1900","14155",97540.8333333333,0.145118710967202
"L7_65945","L8_54931","300","1900","118661",97540.8333333333,1.21652641201548
"L7_59024","L8_48978","300","1900","34243",97540.8333333333,0.351063229929346
"L7_68691","L8_47134","300","1900","102434",97540.8333333333,1.05016531538074
"L7_71572","L8_59534","300","1900","15628",97540.8333333333,0.160220078770429
"L7_71845","L8_50972","300","1900","15340",97540.8333333333,0.157267469179574
"L7_73854","L8_61527","300","1900","33140",97540.8333333333,0.339755145281036
"L7_74995","L8_62325","300","1900","76834",97540.8333333333,0.78771112952695
"L7_77815","L8_64853","300","1900","19243",97540.8333333333,0.197281480405642
"L7_78080","L8_65080","300","1900","14195",97540.8333333333,0.145528795632598
"L7_78994","L8_49024","300","1900","22371",97540.8333333333,0.229350101239652
"L7_81422","L8_67942","300","1900","36567",97540.8333333333,0.374889148988885
"L7_81742","L8_68221","300","1900","24778",97540.8333333333,0.254026945979889
"L7_87986","L8_73532","300","1900","13135",97540.8333333333,0.13466155199959
"L6_102382","L7_95243","100","1600","12469",90145.7555555556,0.138320433648321
"L7_95243","L8_79429","300","1900","13333",97540.8333333333,0.136691471093303
"L7_95514","L8_79612","300","1900","19010",97540.8333333333,0.194892737229707
"L7_97261","L8_81056","300","1900","45663",97540.8333333333,0.468142401900059
"L7_99803","L8_83150","300","1900","13394",97540.8333333333,0.137316850208033
"L7_100013","L8_83287","300","1900","12051",97540.8333333333,0.123548257567344
"L6_108029","L7_100468","100","1600","13681",90145.7555555556,0.151765326228461
"L7_100468","L8_83616","300","1900","15104",97540.8333333333,0.154847969653735
"L7_100970","L8_83864","300","1900","22654",97540.8333333333,0.232251450247332
"L7_104060","L8_86493","300","1900","78839",97540.8333333333,0.808266623379952
"L7_107663","L8_89305","300","1900","18509",97540.8333333333,0.189756426795616
"L7_120999","L8_78414","300","1900","27254",97540.8333333333,0.279411186767935
"L6_130434","L7_121147","100","1600","14041",90145.7555555556,0.155758858678008
"L7_121147","L8_78414","300","1900","14645",97540.8333333333,0.150142248118309
"L6_147626","L7_137329","100","1600","10488",90145.7555555556,0.116344912030122
"L7_137329","L8_113301","300","1900","11944",97540.8333333333,0.122451281087408
"L6_150611","L7_140114","100","1600","11578",90145.7555555556,0.128436440835693
"L7_140114","L8_115565","300","1900","11763",97540.8333333333,0.120595647976488
"L7_142570","L8_117568","300","1900","11081",97540.8333333333,0.113603704431477
"L7_142932","L8_113301","300","1900","33650",97540.8333333333,0.344983724764842
"L6_157394","L7_146475","100","1600","10693",90145.7555555556,0.118619006897225
"L7_146475","L8_120756","300","1900","10790",97540.8333333333,0.110620338490718
"L6_160792","L7_149630","100","1600","13735",90145.7555555556,0.152364356095893
"L7_149630","L8_123407","300","1900","13769",97540.8333333333,0.141161393946125
"L7_133401","L8_110014","300","1900","29907",97540.8333333333,0.306610052200361
"L7_157751","L8_83864","300","1900","245592",97540.8333333333,2.5178378286017
"L7_15219","L8_13762","300","1900","86777",97540.8333333333,0.889647925227896
"L7_179279","L8_149077","300","1900","11425",97540.8333333333,0.117130432553888
"L7_179370","L8_149145","300","1900","42065",97540.8333333333,0.43125528624764
"L7_179750","L8_149488","300","1900","13584",97540.8333333333,0.139264752368666
"L7_181065","L8_150582","300","1900","30563",97540.8333333333,0.313335440712864
"L7_181208","L8_150689","300","1900","26539",97540.8333333333,0.272080923373972
"L7_181284","L8_150582","300","1900","85057",97540.8333333333,0.872014284615845
"L7_183723","L8_13762","300","1900","11931",97540.8333333333,0.122318003571154
"L7_187121","L8_150582","300","1900","43691",97540.8333333333,0.447925227896009
"L7_187122","L8_150582","300","1900","12723",97540.8333333333,0.130437679946006
"L7_187714","L8_22301","300","1900","157688",97540.8333333333,1.61663576792625
"L7_188472","L8_22301","300","1900","34644",97540.8333333333,0.355174328699946
"L7_189569","L8_156699","300","1900","21332",97540.8333333333,0.218698152055977
"L7_179171","L8_13762","300","1900","21556",97540.8333333333,0.220994626182197
"L7_192067","L8_156699","300","1900","12634",97540.8333333333,0.129525241565498
"L7_192108","L8_156696","300","1900","38753",97540.8333333333,0.397300275952806
"L7_203335","L8_167186","300","1900","19222",97540.8333333333,0.197066185956309
"L7_206366","L8_62530","300","1900","99104",97540.8333333333,1.01602576698648
"L7_207442","L8_169910","300","1900","106315",97540.8333333333,1.08995378004084
"L6_240091","L7_207695","100","1600","10309",90145.7555555556,0.114359238951042
"L7_207695","L8_170620","300","1900","35196",97540.8333333333,0.360833497082419
"L7_208513","L8_170620","300","1900","88057",97540.8333333333,0.902770634520585
"L7_209647","L8_172164","300","1900","93141",97540.8333333333,0.954892395492486
"L7_209865","L8_169910","300","1900","18322",97540.8333333333,0.187839280984887
"L7_210999","L8_169910","300","1900","137760",97540.8333333333,1.4123315876257
"L6_227507","L7_211503","100","1600","11550",90145.7555555556,0.128125832756284
"L7_211503","L8_173686","300","1900","11913",97540.8333333333,0.122133465471726
"L7_212739","L8_62530","300","1900","54986",97540.8333333333,0.563722885287358
"L7_213164","L8_174931","300","1900","53193",97540.8333333333,0.545340840160958
"L7_218215","L8_179139","300","1900","27380",97540.8333333333,0.280702953463934
"L6_236462","L7_219834","100","1600","10530",90145.7555555556,0.116810824149236
"L7_219834","L8_180424","300","1900","12708",97540.8333333333,0.130283898196482
"L7_220120","L8_180675","300","1900","32211",97540.8333333333,0.330230928927201
"L7_223731","L8_172164","300","1900","65567",97540.8333333333,0.672200531401379
"L7_224592","L8_184384","300","1900","12508",97540.8333333333,0.128233474869499
"L7_227381","L8_186590","300","1900","10466",97540.8333333333,0.107298652701006
"L7_229514","L8_62530","300","1900","17377",97540.8333333333,0.178151030764893
"L7_236790","L8_83864","300","1900","32367",97540.8333333333,0.331830259122248
"L7_237498","L8_194741","300","1900","33597",97540.8333333333,0.344440362583192
"L7_236315","L8_22301","300","1900","87951",97540.8333333333,0.901683910157285
"L6_256510","L7_238362","100","1600","10195",90145.7555555556,0.113094620342019
"L7_238362","L8_22301","300","1900","14733",97540.8333333333,0.151044434382182
"L7_241251","L8_22301","300","1900","65402",97540.8333333333,0.670508932156618
"L7_244398","L8_83864","300","1900","27356",97540.8333333333,0.280456902664696
"L7_245508","L8_83864","300","1900","87752",97540.8333333333,0.899643738946937
"L7_246064","L8_22301","300","1900","26786",97540.8333333333,0.274613196182795
"L6_266279","L7_246917","100","1600","15791",90145.7555555556,0.175171863641081
"L7_246917","L8_201632","300","1900","16377",97540.8333333333,0.16789891412998
"L7_247577","L8_202120","300","1900","18180",97540.8333333333,0.186383480422729
"L7_248542","L8_202773","300","1900","56493",97540.8333333333,0.579172825056173
"L6_277311","L7_256754","100","1600","10661",90145.7555555556,0.118264026235043
"L7_256754","L8_22301","300","1900","16975",97540.8333333333,0.174029679877658
"L6_277876","L7_257260","100","1600","10137",90145.7555555556,0.112451217891814
"L7_257260","L8_22301","300","1900","10405",97540.8333333333,0.106673273586276
"L6_281355","L7_260287","100","1600","11354",90145.7555555556,0.12595157620042
"L7_260287","L8_83864","300","1900","12003",97540.8333333333,0.123056155968868
"L7_262964","L8_212914","300","1900","51401",97540.8333333333,0.526969047151193
"L7_265999","L8_83864","300","1900","11062",97540.8333333333,0.113408914215414
"L8_340","L9_328","100","2000","11773",141297.611650485,0.083320587393379
"L8_856","L9_837","100","2000","12785",141297.611650485,0.0904827749787098
"L8_3267","L9_3174","100","2000","15279",141297.611650485,0.108133462565484
"L8_3956","L9_3845","100","2000","11368",141297.611650485,0.0804542969071547
"L8_6879","L9_6662","100","2000","15343",141297.611650485,0.108586407234912
"L8_9403","L9_9096","100","2000","13158",141297.611650485,0.0931225931302201
"L8_13463","L9_13017","100","2000","11042",141297.611650485,0.0781471099972557
"L8_13655","L9_13206","100","2000","21509",141297.611650485,0.152224795230119
"L8_13762","L9_13299","100","2000","159253",141297.611650485,1.12707496000661
"L8_17466","L9_16819","100","2000","15479",141297.611650485,0.109548914657446
"L7_22593","L8_20195","300","1900","10557",97540.8333333333,0.108231595314783
"L8_20195","L9_19426","100","2000","11263",141297.611650485,0.0797111845588744
"L7_27052","L8_22301","300","1900","11983",97540.8333333333,0.122851113636169
"L7_37873","L8_22301","300","1900","13543",97540.8333333333,0.138844415586635
"L8_22301","L9_21458","100","2000","8192496",141297.611650485,57.9804280079766
"L8_22446","L9_21597","100","2000","718784",141297.611650485,5.08702158234626
"L8_29301","L9_27978","100","2000","125566",141297.611650485,0.888663286896885
"L8_34392","L9_32774","100","2000","32943",141297.611650485,0.233146191327621
"L8_34966","L9_33318","100","2000","12297",141297.611650485,0.087029071874321
"L8_35402","L9_33696","100","2000","12266",141297.611650485,0.0868096768000668
"L7_232567","L8_40585","300","1900","10065",97540.8333333333,0.103187553930405
"L8_40585","L9_33696","100","2000","1125706",141297.611650485,7.96691456317431
"L8_41074","L9_39004","100","2000","32459",141297.611650485,0.229720797265072
"L8_47912","L9_45465","100","2000","33688",141297.611650485,0.238418750370182
"L8_48609","L9_46135","100","2000","117530",141297.611650485,0.831790421841827
"L8_48978","L9_46488","100","2000","35724",141297.611650485,0.252828052666361
"L8_50972","L9_48373","100","2000","70839",141297.611650485,0.501346053712696
"L8_51035","L9_48340","100","2000","11750",141297.611650485,0.0831578104028033
"L8_51906","L9_49266","100","2000","116608",141297.611650485,0.82526518769788
"L8_52297","L9_49655","100","2000","31563",141297.611650485,0.223379571893079
"L7_63393","L8_48606","300","1900","10016",97540.8333333333,0.102685200215294
"L8_48606","L9_46132","100","2000","17833",141297.611650485,0.126208785779846
"L8_53491","L9_50800","100","2000","27495",141297.611650485,0.19458927634256
"L8_54568","L9_51816","100","2000","21476",141297.611650485,0.151991245634945
"L8_54594","L9_51842","100","2000","14181",141297.611650485,0.100362630580609
"L8_54931","L9_52172","100","2000","120778",141297.611650485,0.8547773638153
"L8_47134","L9_44729","100","2000","115589",141297.611650485,0.81805345928933
"L8_59534","L9_56532","100","2000","16628",141297.611650485,0.117680686925771
"L8_61527","L9_21458","100","2000","34166",141297.611650485,0.241801680869973
"L8_62325","L9_59212","100","2000","91355",141297.611650485,0.646543129306221
"L8_64853","L9_61619","100","2000","19813",141297.611650485,0.140221761490276
"L8_65080","L9_61841","100","2000","14366",141297.611650485,0.101671923765674
"L8_49024","L9_46530","100","2000","34481",141297.611650485,0.244031017914814
"L8_67942","L9_64578","100","2000","37521",141297.611650485,0.265545889712645
"L8_68221","L9_64843","100","2000","26869",141297.611650485,0.190158911294717
"L8_73532","L9_69918","100","2000","14943",141297.611650485,0.105755503050986
"L8_79429","L9_75393","100","2000","14719",141297.611650485,0.104170196707988
"L8_79612","L9_75564","100","2000","22660",141297.611650485,0.160370722019364
"L8_81056","L9_76867","100","2000","47128",141297.611650485,0.333537130950069
"L8_83150","L9_78840","100","2000","14039",141297.611650485,0.0993576595953154
"L8_83287","L9_78946","100","2000","15755",141297.611650485,0.111502238544355
"L8_83616","L9_79236","100","2000","16146",141297.611650485,0.114269447384141
"L7_240809","L8_83864","300","1900","11125",97540.8333333333,0.114054797563414
"L7_240819","L8_83864","300","1900","16558",97540.8333333333,0.169754547240899
"L8_83864","L9_21458","100","2000","602233",141297.611650485,4.26215979849459
"L8_86493","L9_81898","100","2000","91192",141297.611650485,0.645389535851271
"L8_89305","L9_84481","100","2000","20717",141297.611650485,0.146619604945947
"L8_78414","L9_74406","100","2000","60436",141297.611650485,0.427721313149261
"L8_110014","L9_103749","100","2000","31649",141297.611650485,0.223988216292623
"L7_137393","L8_113301","300","1900","11192",97540.8333333333,0.114741689377953
"L8_113301","L9_106875","100","2000","64773",141297.611650485,0.458415391763471
"L8_115565","L9_109000","100","2000","17389",141297.611650485,0.123066482135689
"L8_117568","L9_110878","100","2000","11095",141297.611650485,0.0785222048016258
"L8_120756","L9_113877","100","2000","13049",141297.611650485,0.0923511717401005
"L8_123407","L9_116355","100","2000","14240",141297.611650485,0.100780188947738
"L8_149077","L9_140846","100","2000","12931",141297.611650485,0.0915160550058425
"L8_149145","L9_140909","100","2000","51434",141297.611650485,0.364011814490024
"L8_149488","L9_141245","100","2000","13743",141297.611650485,0.0972627904992107
"L8_150582","L9_142277","100","2000","212596",141297.611650485,1.50459726471441
"L8_150689","L9_142373","100","2000","27917",141297.611650485,0.197575880256601
"L7_182012","L8_150115","300","1900","10188",97540.8333333333,0.1044485642765
"L8_150115","L9_141842","100","2000","22998",141297.611650485,0.16276283605478
"L8_156699","L9_147838","100","2000","48011",141297.611650485,0.339786351936084
"L8_156696","L9_147836","100","2000","53237",141297.611650485,0.376772115099067
"L8_167186","L9_83633","100","2000","20684",141297.611650485,0.146386055350773
"L8_62530","L9_59212","100","2000","199577",141297.611650485,1.41245841078811
"L8_169910","L9_33696","100","2000","274499",141297.611650485,1.94270091895822
"L8_170620","L9_160739","100","2000","143349",141297.611650485,1.01451820965374
"L8_172164","L9_162187","100","2000","169809",141297.611650485,1.20178252142039
"L8_173686","L9_163615","100","2000","15012",141297.611650485,0.106243834022713
"L8_174931","L9_164749","100","2000","67215",141297.611650485,0.475698061806334
"L8_179139","L9_168707","100","2000","28883",141297.611650485,0.20441251386078
"L8_180424","L9_169913","100","2000","19825",141297.611650485,0.140306688615794
"L8_180675","L9_170155","100","2000","33408",141297.611650485,0.236437117441434
"L8_184384","L9_173677","100","2000","19253",141297.611650485,0.136258495632781
"L7_227059","L8_186269","300","1900","13958",97540.8333333333,0.143099043990124
"L8_186269","L9_175432","100","2000","23844",141297.611650485,0.168750198403782
"L8_186590","L9_44627","100","2000","10518",141297.611650485,0.0744386255163136
"L8_194741","L9_183378","100","2000","41685",141297.611650485,0.295015602267307
"L7_243736","L8_199409","300","1900","11189",97540.8333333333,0.114710933028048
"L8_199409","L9_21458","100","2000","14300",141297.611650485,0.101204824575327
"L8_201632","L9_189705","100","2000","20693",141297.611650485,0.146449750694911
"L8_202120","L9_21458","100","2000","22379",141297.611650485,0.158382011830156
"L8_202773","L9_190716","100","2000","61362",141297.611650485,0.434274856335048
"L8_212914","L9_199780","100","2000","53037",141297.611650485,0.375356663007105
"L9_328","L10_283","500","2500","11774",146675.776699029,0.0802722867059339
"L9_837","L10_754","500","2500","13077",146675.776699029,0.0891558258241462
"L9_3174","L10_2729","500","2500","15758",146675.776699029,0.107434235936139
"L9_3845","L10_3368","500","2500","11444",146675.776699029,0.0780224264534319
"L9_6662","L10_5728","500","2500","21274",146675.776699029,0.145040990944627
"L9_9096","L10_6771","500","2500","13337",146675.776699029,0.0909284429927841
"L9_13017","L10_11121","500","2500","11042",146675.776699029,0.075281687600384
"L9_13206","L10_11293","500","2500","22452",146675.776699029,0.153072310270225
"L9_13299","L10_11293","500","2500","161833",146675.776699029,1.10333828558531
"L8_14643","L9_14116","100","2000","12461",141297.611650485,0.0881897425897304
"L9_14116","L10_11293","500","2500","12856",146675.776699029,0.087649101230804
"L9_16819","L10_14185","500","2500","15481",146675.776699029,0.105545716875706
"L9_19426","L10_16309","500","2500","11314",146675.776699029,0.077136117869113
"L8_204361","L9_21458","100","2000","13060",141297.611650485,0.0924290216051584
"L9_21458","L10_18027","500","2500","9075197",146675.776699029,61.8725000421973
"L9_21597","L10_18154","500","2500","726178",146675.776699029,4.95090611648901
"L9_27978","L10_23180","500","2500","126626",146675.776699029,0.86330546767671
"L8_30811","L9_29401","100","2000","10207",141297.611650485,0.0722375975133118
"L9_29401","L10_24373","500","2500","10708",146675.776699029,0.0730045563145184
"L9_32774","L10_18027","500","2500","34006",146675.776699029,0.231844690141157
"L9_33318","L10_18027","500","2500","12298",146675.776699029,0.0838447920765734
"L9_33696","L10_18027","500","2500","1444106",146675.776699029,9.84556572666548
"L9_39004","L10_31735","500","2500","32477",146675.776699029,0.221420337637898
"L9_44729","L10_36413","500","2500","125181",146675.776699029,0.853453806874088
"L9_45465","L10_37046","500","2500","33689",146675.776699029,0.229683460747087
"L8_48423","L9_45957","100","2000","13770",141297.611650485,0.0974538765316257
"L9_45957","L10_37420","500","2500","13829",146675.776699029,0.0942827800965143
"L9_46132","L10_37537","500","2500","18227",146675.776699029,0.124267281279859
"L9_46135","L10_37537","500","2500","127588",146675.776699029,0.86986415120067
"L9_46488","L10_37830","500","2500","35888",146675.776699029,0.24467571133876
"L9_46530","L10_37537","500","2500","34717",146675.776699029,0.236692116321548
"L9_48373","L10_37281","500","2500","71900",146675.776699029,0.490196824711793
"L9_48340","L10_39340","500","2500","19456",146675.776699029,0.132646306280843
"L8_51281","L9_48667","100","2000","19628",141297.611650485,0.138912468305211
"L9_48667","L10_18027","500","2500","20104",146675.776699029,0.137064213685756
"L9_49266","L10_40088","500","2500","119828",146675.776699029,0.816958346475169
"L9_49655","L10_40436","500","2500","34632",146675.776699029,0.23611260686257
"L9_50800","L10_41355","500","2500","27941",146675.776699029,0.190494985803508
"L9_51816","L10_42210","500","2500","21709",146675.776699029,0.148006715822925
"L9_51842","L10_42235","500","2500","14183",146675.776699029,0.0966962665491982
"L9_52172","L10_42504","500","2500","120896",146675.776699029,0.824239712383267
"L8_59008","L9_56082","100","2000","11584",141297.611650485,0.0819829851664743
"L9_56082","L10_18027","500","2500","11696",146675.776699029,0.0797405015553425
"L9_56532","L10_39340","500","2500","18724",146675.776699029,0.127655707175294
"L8_62433","L9_59212","100","2000","10803",141297.611650485,0.0764556447473604
"L9_59212","L10_18027","500","2500","315575",146675.776699029,2.15151408843427
"L9_61619","L10_50174","500","2500","22245",146675.776699029,0.151661034293655
"L9_61841","L10_50350","500","2500","14387",146675.776699029,0.0980870892507449
"L9_64578","L10_52596","500","2500","37613",146675.776699029,0.256436344476838
"L9_64843","L10_52813","500","2500","27321",146675.776699029,0.18626797563214
"L9_69918","L10_41799","500","2500","14994",146675.776699029,0.10222546856368
"L9_74406","L10_59902","500","2500","73034",146675.776699029,0.49792816267039
"L9_75393","L10_3796","500","2500","14737",146675.776699029,0.100473304670065
"L9_75564","L10_59902","500","2500","27676",146675.776699029,0.188688279843165
"L9_76867","L10_61842","500","2500","54509",146675.776699029,0.371629189404939
"L9_78840","L10_59902","500","2500","14967",146675.776699029,0.102041389088476
"L9_78946","L10_59902","500","2500","19436",146675.776699029,0.132509951114025
"L9_79236","L10_59902","500","2500","18924",146675.776699029,0.129019258843477
"L9_81898","L10_58262","500","2500","96824",146675.776699029,0.660122633600759
"L9_84481","L10_66900","500","2500","20966",146675.776699029,0.142941121375625
"L8_97208","L9_91793","100","2000","10158",141297.611650485,0.0718908117507809
"L9_91793","L10_18027","500","2500","10255",146675.776699029,0.0699161117860839
"L8_107151","L9_101000","100","2000","12603",141297.611650485,0.0891947135750238
"L9_101000","L10_78421","500","2500","12785",146675.776699029,0.087165040388599
"L9_103749","L10_80730","500","2500","31977",146675.776699029,0.218011458467441
"L9_106875","L10_82294","500","2500","70709",146675.776699029,0.482076874527763
"L9_109000","L10_84505","500","2500","18562",146675.776699029,0.126551230324065
"L8_116287","L9_109562","100","2000","18984",141297.611650485,0.134354712569091
"L9_109562","L10_84928","500","2500","21838",146675.776699029,0.148886206648903
"L9_110878","L10_85856","500","2500","11096",146675.776699029,0.0756498465507935
"L9_113877","L10_84142","500","2500","14636",146675.776699029,0.0997847110776328
"L9_116355","L10_89800","500","2500","14384",146675.776699029,0.0980666359757222
"L8_134983","L9_127337","100","2000","11209",141297.611650485,0.0793290124940444
"L9_127337","L10_97897","500","2500","11352",146675.776699029,0.0773951926860677
"L9_140846","L10_109043","500","2500","13886",146675.776699029,0.0946713923219465
"L9_140909","L10_109043","500","2500","53701",146675.776699029,0.366120440665479
"L9_141245","L10_109043","500","2500","13784",146675.776699029,0.0939759809711731
"L9_141842","L10_109043","500","2500","23935",146675.776699029,0.163183045889802
"L9_142277","L10_109043","500","2500","229646",146675.776699029,1.56567093195778
"L9_142373","L10_109043","500","2500","28409",146675.776699029,0.193685696707056
"L8_153463","L9_144932","100","2000","12053",141297.611650485,0.0853022203221267
"L9_144932","L10_109043","500","2500","15032",146675.776699029,0.102484543380635
"L8_153571","L9_145029","100","2000","10378",141297.611650485,0.0734478090519398
"L9_145029","L10_109043","500","2500","11737",146675.776699029,0.08002002964732
"L9_147836","L10_109043","500","2500","53662",146675.776699029,0.365854548090184
"L9_147838","L10_109043","500","2500","48865",146675.776699029,0.333149761328814
"L9_83633","L10_59902","500","2500","21029",146675.776699029,0.143370640151103
"L9_160739","L10_18027","500","2500","148561",146675.776699029,1.01285299688468
"L9_162187","L10_124526","500","2500","170097",146675.776699029,1.15968024051463
"L9_163615","L10_125555","500","2500","20371",146675.776699029,0.138884555162781
"L9_164749","L10_126352","500","2500","68064",146675.776699029,0.464043903716042
"L8_175194","L9_164989","100","2000","10153",141297.611650485,0.0718554254484819
"L9_164989","L10_126529","500","2500","10245",146675.776699029,0.0698479342026748
"L9_168707","L10_129399","500","2500","28983",146675.776699029,0.197599089994741
"L9_169913","L10_18027","500","2500","20224",146675.776699029,0.137882344686666
"L9_170155","L10_130492","500","2500","33456",146675.776699029,0.228094923053654
"L9_173677","L10_126529","500","2500","21230",146675.776699029,0.144741009577627
"L9_175432","L10_134702","500","2500","23866",146675.776699029,0.162712620564279
"L9_44627","L10_36379","500","2500","17822",146675.776699029,0.121506089151788
"L8_194582","L9_183232","100","2000","11302",141297.611650485,0.0799871977168071
"L9_183232","L10_140730","500","2500","11874",146675.776699029,0.0809540625400254
"L9_183378","L10_140800","500","2500","42426",146675.776699029,0.289250215371662
"L8_198725","L9_187061","100","2000","10780",141297.611650485,0.0762928677567847
"L9_187061","L10_18027","500","2500","17320",146675.776699029,0.118083574464649
"L9_189705","L10_18027","500","2500","21275",146675.776699029,0.145047808702968
"L8_201809","L9_189862","100","2000","14287",141297.611650485,0.101112820189349
"L8_203738","L9_189862","100","2000","11390",141297.611650485,0.0806099966372706
"L9_189862","L10_18027","500","2500","30688",146675.776699029,0.209223367966001
"L9_190716","L10_146209","500","2500","61930",146675.776699029,0.422223774052869
"L8_209125","L9_196416","100","2000","13460",141297.611650485,0.0952599257890836
"L9_196416","L10_18027","500","2500","15426",146675.776699029,0.105170740166956
"L9_199780","L10_130817","500","2500","53978",146675.776699029,0.368008959725913
"L10_283","L11_278","100","2600","11941",180506.627659574,0.0661526956368609
"L10_754","L11_732","100","2600","16014",180506.627659574,0.0887169640673888
"L10_2729","L11_2668","100","2600","17589",180506.627659574,0.0974424054565569
"L10_3368","L11_3292","100","2600","11572",180506.627659574,0.0641084493685415
"L10_5728","L11_4064","100","2600","22969",180506.627659574,0.127247405249398
"L10_6771","L11_6572","100","2600","18614",180506.627659574,0.103120867313
"L10_11121","L11_10776","100","2600","11479",180506.627659574,0.0635932328293716
"L10_11293","L11_10948","100","2600","267327",180506.627659574,1.48098163189977
"L10_14185","L11_13718","100","2600","15518",180506.627659574,0.0859691425251492
"L10_16309","L11_15774","100","2600","12030",180506.627659574,0.0666457523248837
"L9_192664","L10_18027","500","2500","10427",146675.776699029,0.0710887662207213
"L9_196825","L10_18027","500","2500","10589",146675.776699029,0.0721932430719495
"L10_18027","L11_17428","100","2600","12021251",180506.627659574,66.5972831904622
